Partenaire,Type,Marque,Modele,CodeReparation,Reparation,Tarif HT,Tarifs_TTC
Captain,Mobile,Huawei,P 10 Plus,D30,Autres,74.17 €,89.00 €
Captain,Mobile,Motorola,Moto G (1ère Génération),D1,Ecran,57.50 €,69.00 €
Captain,Mobile,Motorola,Moto G (1ère Génération),D9,Batterie,57.50 €,69.00 €
Captain,Mobile,Motorola,Moto G (1ère Génération),D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,Motorola,Moto G (1ère Génération),D3,Tombé dans l'eau,57.50 €,69.00 €
Captain,Mobile,Motorola,Moto G (1ère Génération),D30,Autres,57.50 €,69.00 €
Captain,Mobile,Motorola,X Play,D1,Ecran,57.50 €,69.00 €
Captain,Mobile,Motorola,X Play,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,Motorola,X Play,D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,Motorola,X Play,D3,Tombé dans l'eau,57.50 €,69.00 €
Captain,Mobile,Motorola,X Play,D30,Autres,57.50 €,69.00 €
Captain,Mobile,Motorola,Moto X+1,D1,Ecran,124.17 €,149.00 €
Captain,Mobile,Motorola,Moto X+1,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Motorola,Moto X+1,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Motorola,Moto X+1,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Motorola,Moto X+1,D30,Autres,65.83 €,79.00 €
Captain,Mobile,One Plus,OnePlus 3,D1,Ecran,124.17 €,149.00 €
Captain,Mobile,One Plus,OnePlus 3,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,One Plus,OnePlus 3,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,One Plus,OnePlus 3,D30,Autres,65.83 €,79.00 €
Captain,Mobile,One Plus,OnePlus One,D1,Ecran,82.50 €,99.00 €
Captain,Mobile,One Plus,OnePlus One,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus One,D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus One,D3,Tombé dans l'eau,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus One,D30,Autres,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus X,D1,Ecran,124.17 €,149.00 €
Captain,Mobile,One Plus,OnePlus X,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus X,D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus X,D3,Tombé dans l'eau,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus X,D30,Autres,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus 3T,D1,Ecran,132.50 €,159.00 €
Captain,Mobile,One Plus,OnePlus 3T,D9,Batterie,132.50 €,159.00 €
Captain,Mobile,One Plus,OnePlus 3T,D4,Ne s’allume plus,132.50 €,159.00 €
Captain,Mobile,One Plus,OnePlus 3T,D3,Tombé dans l'eau,132.50 €,159.00 €
Captain,Mobile,One Plus,OnePlus 3T,D30,Autres,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus 5,D30,Autres,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus 5,D3,Tombé dans l'eau,57.50 €,69.00 €
Captain,Mobile,One Plus,OnePlus 5,D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,Wiko,Ridge Fab 4G,D1,Ecran,107.50 €,129.00 €
Captain,Mobile,Wiko,Ridge Fab 4G,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,Ridge Fab 4G,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Ridge Fab 4G,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Ridge Fab 4G,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Slide,D1,Ecran,107.50 €,129.00 €
Captain,Mobile,Wiko,Slide,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,Slide,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Slide,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Slide,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Sunny,D1,Ecran,57.50 €,69.00 €
Captain,Mobile,Wiko,Sunny,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,Sunny,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Sunny,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Sunny,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Jerry,D1,Ecran,57.50 €,69.00 €
Captain,Mobile,Wiko,Jerry,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,Jerry,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Jerry,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Jerry,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Tommy,D1,Ecran,132.50 €,159.00 €
Captain,Mobile,Wiko,Tommy,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,Tommy,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Tommy,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Tommy,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Lite 4G,D1,Ecran,107.50 €,129.00 €
Captain,Mobile,Wiko,U Feel Lite 4G,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Lite 4G,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Lite 4G,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Lite 4G,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel 4G,D1,Ecran,107.50 €,129.00 €
Captain,Mobile,Wiko,U Feel 4G,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel 4G,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel 4G,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel 4G,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Prime,D1,Ecran,74.17 €,89.00 €
Captain,Mobile,Wiko,U Feel Prime,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Prime,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Prime,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,U Feel Prime,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Robby,D1,Ecran,65.83 €,79.00 €
Captain,Mobile,Wiko,Robby,D9,Batterie,49.17 €,59.00 €
Captain,Mobile,Wiko,Robby,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Robby,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Robby,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Selfy 4G,D1,Ecran,107.50 €,129.00 €
Captain,Mobile,Wiko,Selfy 4G,D9,Batterie,107.50 €,129.00 €
Captain,Mobile,Wiko,Selfy 4G,D4,Ne s’allume plus,107.50 €,129.00 €
Captain,Mobile,Wiko,Selfy 4G,D3,Tombé dans l'eau,107.50 €,129.00 €
Captain,Mobile,Wiko,Selfy 4G,D30,Autres,107.50 €,129.00 €
Captain,Mobile,Wiko,Rainbow 4G,D1,Ecran,40.83 €,49.00 €
Captain,Mobile,Wiko,Rainbow 4G,D4,Ne s’allume plus,40.83 €,49.00 €
Captain,Mobile,Wiko,Rainbow 4G,D3,Tombé dans l'eau,40.83 €,49.00 €
Captain,Mobile,Wiko,Rainbow 4G,D30,Autres,40.83 €,49.00 €
Captain,Mobile,Wiko,Rainbow Jam 4G,D1,Ecran,32.50 €,39.00 €
Captain,Mobile,Wiko,Rainbow Jam 4G,D4,Ne s’allume plus,49.17 €,59.00 €
Captain,Mobile,Wiko,Rainbow Jam 4G,D3,Tombé dans l'eau,49.17 €,59.00 €
Captain,Mobile,Wiko,Rainbow Jam 4G,D30,Autres,49.17 €,59.00 €
Captain,Mobile,Wiko,Fever SE (Special Edition),D1,Ecran,74.17 €,89.00 €
Captain,Mobile,Wiko,Fever SE (Special Edition),D4,Ne s’allume plus,74.17 €,89.00 €
Captain,Mobile,Wiko,Fever SE (Special Edition),D3,Tombé dans l'eau,74.17 €,89.00 €
Captain,Mobile,Wiko,Fever SE (Special Edition),D30,Autres,74.17 €,89.00 €
Captain,Mobile,Wiko,Highway Star,D1,Ecran,115.83 €,139.00 €
Captain,Mobile,Wiko,Highway Star,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Wiko,Highway Star,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Wiko,Highway Star,D30,Autres,65.83 €,79.00 €
Captain,Mobile,Wiko,Pulp Fab 4G,D1,Ecran,40.83 €,49.00 €
Captain,Mobile,Wiko,Pulp Fab 4G,D4,Ne s’allume plus,40.83 €,49.00 €
Captain,Mobile,Wiko,Pulp Fab 4G,D3,Tombé dans l'eau,40.83 €,49.00 €
Captain,Mobile,Wiko,Pulp Fab 4G,D30,Autres,40.83 €,49.00 €
Captain,Mobile,Xiaomi,RedMi Note 2,D1,Ecran,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 2,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 2,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 2,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 2,D30,Autres,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 3,D1,Ecran,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 3,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 3,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 3,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Xiaomi,RedMi Note 3,D30,Autres,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Xiaomi Mi4,D1,Ecran,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Xiaomi Mi4,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Xiaomi Mi4,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Xiaomi Mi4,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Xiaomi Mi4,D30,Autres,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4S,D1,Ecran,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4S,D9,Batterie,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4S,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4S,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4C,D4,Ne s’allume plus,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4C,D3,Tombé dans l'eau,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi 4C,D30,Autres,65.83 €,79.00 €
Captain,Mobile,Xiaomi,Mi5,D1,Ecran,57.50 €,69.00 €
Captain,Mobile,Xiaomi,Mi5,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,Xiaomi,Mi5,D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,Xiaomi,RedMi 2,D9,Batterie,57.50 €,69.00 €
Captain,Mobile,Xiaomi,RedMi 2,D4,Ne s’allume plus,57.50 €,69.00 €
Captain,Mobile,Xiaomi,RedMi 2,D3,Tombé dans l'eau,57.50 €,69.00 €
Captain,Mobile,Xiaomi,RedMi 2,D30,Autres,57.50 €,69.00 €
